English_Name,Company,Email,Phone,Fax,Industrial_City,Classification
Al Jazeera Plastic Products Factory,مصنع الجزيرة للمنتجات البلاستيكية,khaled99988@yahoo.com,126080960,26080960,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Jaziri plant cleaning cloths,مصنع الجزيري لأقمشة التنظيف,aljazirirags@hotmail.com,135332652,35332652,الأحساء الأولى,غير مصنف
Aldjaab for wooden furniture and metal factory,مصنع الجعيب للإثاث الخشبي والمعدني,fahad@youefia.com,138472661,138471428,الدمام الثانية,غير مصنف
Aldjaab Plastic Factory Packaging,مصنع الجعيب للبلاستيك والتغليف,khalifas@joaib.com,138471428,138471428,الدمام الأولى,صناعة منتجات المطاط و البلاستيك
Aldjaab Plastic Factory Packaging,مصنع الجعيب للبلاستيك والتغليف,khalifas@joaib.com,138471428,138471428,الدمام الأولى,غير مصنف
National Galvanizing and Electroplating factory,مصنع الجلفنة والطلي الوطني,hdjh@h.com,138984045,138990114,الدمام الثانية,المواد الكيميائية و منتجاتها
Oriental Beauty cosmetics factory,مصنع الجمال الشرقي لمستحضرات التجميل,fttcgroap@sahara.com.sa,138123649,138124687,الدمام الثانية,غير مصنف
Jamjoom Tiles Factory,مصنع الجمجوم للبلاط,jamjoomtilesfactory@gmail.com,126477588,126363738,جــدة الأولى,غير مصنف
AAC factory for the production of cans,مصنع الجميح لإنتاج العلب,HTAHER@aljomaihbev.com,112652381,112651696,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
AAC factory for the production of cans,مصنع الجميح لإنتاج العلب,HTAHER@aljomaihbev.com,112652381,112651696,الرياض الثانية,غير مصنف
AAC auto factory and refrigerators boxes,مصنع الجميح لصناعة صناديق السيارات والثلاجات,headoffice@aljomaih.com.sa,114763824,112919701,الرياض الثانية,صناعة معدنية
South factory wires and nails,مصنع الجنوب للاسلاك والمسامير,info@unitedwires.com.sa,172382721,72382721,عسيـــر,صناعة معدنية
Jawad plant tire dressing,مصنع الجواد لتلبيس الاطارات,info@aljawdretread.com,126081012,26081012,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Jawad Plastic Factory Flexible Packaging,مصنع الجواد للبلاستيك والتغليف المرن,jpf.gv@aljawadgroup.net,135331666,135341319,الأحساء الأولى,غير مصنف
Quality for the production of plastic pipes factory,مصنع الجودة لانتاج المواسير البلاستيكية,info@aljawdahgroup.com,112650228,112650160,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Quality Factory Ceramic Industry,مصنع الجودة لصناعة السيراميك,info@aljawdahgroup.com,112650228,112650159,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
Quality electric heaters factory,مصنع الجودة للسخانات الكهربائية,info@aljawdahgroup.com,112650228,112650158,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Jewel Pipes cement factory,مصنع الجوهرة للانابيب الاسمنتية,mm_ahmad_mm@hotmail.com,148696361,148660937,المدينة المنورة,صناعة المعادن اللافلزية و مواد البناء
Firm Metal Industries Factory,مصنع الحازم للصناعات المعدنية,info@alhazem.com,148224621,48224621,المدينة المنورة,صناعة معدنية
Firm Metal Industries Factory and rolling,مصنع الحازم للصناعات المعدنية والدرفلة,info@alhazem.com.sa,148224621,48224621,المدينة المنورة,صناعة معدنية
Saudi Plastic Factory Holsters,مصنع الحافظات البلاستيكية السعودي,ashafa@sasa-salt.com,126080308,26080308,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Hijaz Plastic Factory,مصنع الحجاز للبلاستيك,mak.3303@hotmail.com,148220400,148666667,المدينة المنورة,صناعة منتجات المطاط و البلاستيك
Plant craftsman Wood Industries,مصنع الحرفي الماهر للصناعات الخشبية,artisana1@hotmail.com,138902217,138128911,الدمام الثانية,غير مصنف
Haramain Aluminum Factory and metals,مصنع الحرمين للألمنيوم والمعادن,haramainco@hotmail.com,126376643,26376643,جــدة الأولى,صناعة معدنية
Green Belt Factory for black and ready-made Aharsanh,مصنع الحزام الاخضر للبلك والحرسانة الجاهزة,mhmh2012@windowslive.com,173130032,73130032,جازان,صناعة المعادن اللافلزية و مواد البناء
Modern packages for the industry factory,مصنع الحزم الحديث للصناعة,a.mm.f1421@hotmail.com,122802020,122804331,جدة الثالثة,صناعة معدنية
Al_husamah Fiberglass Factory,مصنع الحسامية للفيبرجلاس,hussam.ms@hotmail.com,138121451,138121420,الدمام الثانية,غير مصنف
Hassania Tiles Factory,مصنع الحسنية للبلاط,alhasaniah.factory@hotmail.com,172382701,72382701,عسيـــر,صناعة المعادن اللافلزية و مواد البناء
Al_husaki Garments Factory,مصنع الحسيكي للملابس الجاهزة,info@alhusaiki.net,114980646,114983955,الرياض الثانية,صناعات طبية
Arab civilization factory postersbooks and computer paper,مصنع الحضارة العربية للملصقات والدفاتر وورق الكمبيوتر,hadara444@yahoo.com,122682734,22682734,جــدة الأولى,ورق ومنتجاتها
Factory Haqbani fans,مصنع الحقباني للمراوح,m_bah07@hotmail.com,126081370,126081370,جــدة الأولى,صناعة الكهرباء والأجهزة الكهربائية
Factory air solutions for industry,مصنع الحلول الهوائية للصناعة,fahad@addameghgroup.com,138335035,138342782,الدمام الثانية,غير مصنف
Praise factory aluminum foil,مصنع الحمد لرقائق الألمنيوم,nh@alhamadco.com,138121286,138121646,الدمام الثانية,المواد الكيميائية و منتجاتها
Praise factory wipes and paper blotting,مصنع الحمد للمناديل وورق التنشيف,nh@alhamadco.com,138121860,138121646,الدمام الثانية,المواد الكيميائية و منتجاتها
Red Plastic Factory,مصنع الحمراء للبلاستيك,alhamra.p.f.2011@hotmail.com,148400901,48400901,المدينة المنورة,صناعة منتجات المطاط و البلاستيك
National nymph Plastic Factory,مصنع الحوراء الوطنية للبلاستيك,alhawraa01@hotmail.com,126756841,126756870,جــدة الأولى,غير مصنف
Hwail plant tire dressing,مصنع الحويل لتلبيس الاطارات,riyadh@alhowail.com,114983374,114983769,الرياض الثانية,المواد الكيميائية و منتجاتها
Hwail plant tire dressing,مصنع الحويل لتلبيس الاطارات,smjamaltyrejed@alhowail.com,126364417,26364417,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Hwail plant tire dressing,مصنع الحويل لتلبيس الإطارات,dcme-howail@alhowail.com,138122086,138121195,الدمام الثانية,غير مصنف
Life Medical Products Factory,مصنع الحياة للمستحضرات الطبية,alhayatfactory22@gmail.com,138123315,138121276,الدمام الثانية,غير مصنف
Khalidiya factory for plastic processing,مصنع الخالدية لمعالجة البلاستيك,alkhaledia2016@gmail.com,138121461,138471678,الدمام الثانية,غير مصنف
National Raw Plastic Industries Factory,مصنع الخام الوطني للصناعات البلاستيكية,nkpfact@gmail.com,114984323,114980395,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Saudi plastic hose factory,مصنع الخراطيم البلاستيكية السعودي,ahbtest@gmail.com,138175851,38175851,الدمام الثانية,غير مصنف
Khuraiji factory perfumes and cosmetics,مصنع الخريجي للعطورات ومستحضرات التجميل,gm@alkhuraiji.com,112650303,112651989,الرياض الثانية,المواد الكيميائية و منتجاتها
Autumn plant re-engineering and production of spare parts,مصنع الخريف لإعادة هندسة وإنتاج قطع الغيار,aalghtani@alkhorayef.com,138588090,138578569,الدمام الثانية,غير مصنف
Saudi steel tanks factory - continued blacksmithing Co.Ltd.,مصنع الخزانات الفولاذية السعودية - تابع شركة الحدادة المحدودة,qaisoum@hidada.com.sa,126080577,26080577,جــدة الأولى,صناعة معدنية
Khudair Metal Industries Factory,مصنع الخضير للصناعات المعدنية,info@alkhodair.com,112652244,112651294,الرياض الثانية,غير مصنف
Special stone and marble factory line,مصنع الخط الخاص للحجر والرخام,alkatulkaas@hotmail.com,115449698,115449698,الخرج,غير مصنف
Golden Line factory,مصنع الخط الذهبي,info@golden-line.com,126081414,126081318,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
